Regions;Votes Total;BE;CDS-PP;CDS-PP-MPT;CDS-PP-MPT-PPM;CDS-PP-PPD/PSD;Grupo de cidadaos;MPT;PAN;PCP-PEV;PCTP/MRPP;PND;PNR;PPD/PSD;PPD/PSD-CDS-PP;PPD/PSD-CDS-PP-MPT;PPD/PSD-CDS-PP-MPT-PPM;PPD/PSD-CDS-PP-PPM;PPD/PSD-CDS-PP-PPM-MPT;PPD/PSD-MPT;PPD/PSD-MPT-PPM;PPD/PSD-PPM;PPD/PSD-PPM-MPT;PPM;PPM-PPV;PPM-PPV-PND;PPV;PS;PS-BE-PND-MPT-PTP-PAN;PS-PTP-PND-BE;PTP;Ranking;Residents Total;Residents 0-14;%Residents 0-14;Residents 15-64;%Residents 15-64;Residents 65+;%Residents 65+;Population without Education;%Population without Education;Population with High School;%Population with High School;Companies Created;Average Monthly Income;Employees per Sector Total;Employees per Sector Agriculture;%Employees per Sector Agriculture;Employees per Sector Extraction Industries;%Employees per Sector Extraction Industries;Employees per Sector Transformation Industries;%Employees per Sector Transformation Industries;Employees per Sector Construction;%Employees per Sector Construction;Employees per Sector Gross and Retails Markets;%Employees per Sector Gross and Retails Markets;Employees per Sector Administration and Services;%Employees per Sector Administration and Services;Employees per Economic Sector Banks;%Employees per Economic Sector Banks;Employees per Economic Sector Others;%Employees per Economic Sector Others;Companies Dissolved;Unemployment Total;%Unemployment Total;Unemployment <25;%Unemployment <25
Alpiara;4256;0;0;0;0;0;0;0;0;2185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1849;0;0;0;x;7801;1137;-1;4777;-1;1888;-1;1004;-1;850;-1;10;709.9;1891;511;-1;0;-1;383;-1;193;-1;375;-1;83;-1;0;-1;0;-1;5;353.8;-1;32.3;-1
Azambuja;9911;573;0;0;0;0;0;0;0;1740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5829;0;0;0;x;21738;3191;-1;14227;-1;4321;-1;2301;-1;2914;-1;26;829.4;6119;447;-1;3;-1;1921;-1;405;-1;1186;-1;282;-1;38;-1;29;-1;54;916.6;-1;83.6;-1
Benavente;10040;0;462;0;0;0;0;0;0;6243;0;0;0;1908;0;0;0;0;0;0;0;0;0;0;0;0;0;1427;0;0;0;x;28205;5193;-1;18660;-1;4352;-1;2341;-1;4237;-1;96;789.5;10517;646;-1;0;-1;2936;-1;1006;-1;2004;-1;1704;-1;88;-1;20;-1;53;1530.8;-1;197.3;-1
Cartaxo;10948;842;0;0;0;0;0;0;0;1415;0;0;0;3309;0;0;0;0;0;0;0;0;0;0;0;0;0;5382;0;0;0;x;24426;3673;-1;15904;-1;4849;-1;2083;-1;3433;-1;39;771.2;6333;451;-1;24;-1;1387;-1;543;-1;1601;-1;616;-1;74;-1;19;-1;24;1024.4;-1;101.1;-1
Chamusca;5593;0;0;0;0;0;0;0;0;2528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1905;0;0;0;x;10358;1165;-1;6429;-1;2764;-1;1565;-1;927;-1;20;691.1;2652;717;-1;28;-1;0;-1;411;-1;420;-1;108;-1;15;-1;21;-1;2;418.7;-1;52.3;-1
Coruche;10824;358;0;0;0;0;0;0;0;2764;0;0;0;591;0;0;0;0;0;0;0;0;0;0;0;0;0;6342;0;0;0;x;20248;2483;-1;11985;-1;5781;-1;3667;-1;2058;-1;22;751.8;5043;1071;-1;11;-1;529;-1;917;-1;995;-1;243;-1;40;-1;0;-1;15;1026.3;-1;135.9;-1
Golego;2964;0;165;0;0;0;0;0;0;236;0;0;0;282;0;0;0;0;0;0;0;0;0;0;0;0;0;1918;0;0;0;x;5531;775;-1;3487;-1;1270;-1;615;-1;684;-1;8;653.3;1262;250;-1;0;-1;195;-1;191;-1;284;-1;40;-1;0;-1;0;-1;4;196.3;-1;26.5;-1
Rio Maior;11818;352;0;0;0;0;0;0;0;299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4789;0;0;0;x;21243;3241;-1;13852;-1;4150;-1;2253;-1;2736;-1;53;745.6;7633;609;-1;113;-1;2544;-1;814;-1;1521;-1;278;-1;60;-1;12;-1;70;760.5;-1;96.1;-1
Salvaterra de Magos;9760;4655;0;0;0;0;0;0;0;1043;0;0;0;1155;0;0;0;0;0;0;0;0;0;0;0;0;0;2907;0;0;0;x;21954;3367;-1;14055;-1;4532;-1;3248;-1;2705;-1;27;726.9;5119;675;-1;0;-1;839;-1;827;-1;1265;-1;266;-1;30;-1;39;-1;26;1497.8;-1;182.3;-1
Santarem;32675;821;1204;0;0;0;0;0;0;1923;0;0;0;21602;0;0;0;0;0;0;0;0;0;0;0;0;0;7125;0;0;0;x;62687;9029;-1;39913;-1;13746;-1;5821;-1;8656;-1;146;760.7;20323;1433;-1;370;-1;4324;-1;1588;-1;4556;-1;2128;-1;263;-1;38;-1;203;2439.3;-1;294.3;-1
Alter do Ch o;2353;0;73;0;0;0;0;0;0;312;0;0;0;1051;0;0;0;0;0;0;0;0;0;0;0;0;0;435;0;0;0;x;3653;420;-1;2079;-1;1155;-1;640;-1;398;-1;5;655;723;172;-1;0;-1;55;-1;47;-1;132;-1;26;-1;0;-1;0;-1;3;152.7;-1;29.3;-1
Arronches;2297;0;0;0;0;0;0;0;0;91;0;0;0;1269;0;0;0;0;0;0;0;0;0;0;0;0;0;911;0;0;0;x;3214;350;-1;1864;-1;1001;-1;644;-1;331;-1;7;601.5;540;133;-1;0;-1;85;-1;106;-1;101;-1;21;-1;0;-1;0;-1;0;110.5;-1;18.2;-1
Avis;2933;0;0;0;0;0;0;0;0;1647;0;0;0;263;0;0;0;0;0;0;0;0;0;0;0;0;0;1023;0;0;0;x;4711;526;-1;2795;-1;1391;-1;847;-1;473;-1;2;675.2;872;282;-1;0;-1;161;-1;0;-1;150;-1;24;-1;0;-1;0;-1;22;209.1;-1;30.8;-1
Campo Maior;5708;0;0;0;0;0;0;0;0;362;0;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0;0;2723;0;0;0;x;8484;1296;-1;5412;-1;1776;-1;1154;-1;1125;-1;11;935.1;3451;344;-1;0;-1;710;-1;137;-1;1619;-1;48;-1;17;-1;0;-1;11;426.4;-1;70.6;-1
Castelo de Vide;2331;0;35;0;0;0;0;0;0;99;0;0;0;1284;0;0;0;0;0;0;0;0;0;0;0;0;0;680;0;0;0;x;3500;410;-1;2067;-1;1023;-1;578;-1;394;-1;3;648.9;548;60;-1;0;-1;42;-1;0;-1;119;-1;23;-1;0;-1;0;-1;4;101.8;-1;18.9;-1
Crato;2741;0;0;0;0;0;0;0;0;1297;0;0;0;296;0;0;0;0;0;0;0;0;0;0;0;0;0;1148;0;0;0;x;3827;394;-1;2204;-1;1229;-1;703;-1;312;-1;7;626.2;672;109;-1;8;-1;78;-1;163;-1;147;-1;19;-1;0;-1;0;-1;2;178;-1;28;-1
Elvas;10409;381;0;0;0;0;0;0;0;330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7353;0;0;0;x;23151;3436;-1;14630;-1;5086;-1;2652;-1;3175;-1;54;666.7;5392;953;-1;0;-1;384;-1;622;-1;1323;-1;212;-1;75;-1;17;-1;26;1410.7;-1;246.4;-1
Fronteira;2332;0;0;0;0;0;0;0;0;175;0;0;0;1280;0;0;0;0;0;0;0;0;0;0;0;0;0;855;0;0;0;x;3493;429;-1;2131;-1;933;-1;590;-1;371;-1;5;625.4;778;248;-1;0;-1;105;-1;103;-1;140;-1;28;-1;0;-1;0;-1;5;189.7;-1;25;-1
Gaviao;2755;0;0;0;0;0;0;0;0;349;0;0;0;694;0;0;0;0;0;0;0;0;0;0;0;0;0;1712;0;0;0;x;4251;373;-1;2212;-1;1666;-1;814;-1;303;-1;8;617.4;596;70;-1;0;-1;77;-1;133;-1;135;-1;12;-1;0;-1;0;-1;1;204.2;-1;30;-1
Marvao;2461;0;29;0;0;0;0;0;0;29;0;0;0;1231;0;0;0;0;0;0;0;0;0;0;0;0;0;631;0;0;0;x;3628;357;-1;2069;-1;1203;-1;667;-1;336;-1;4;587.4;576;68;-1;0;-1;91;-1;87;-1;103;-1;20;-1;0;-1;0;-1;2;91.8;-1;17.2;-1
Monforte;2216;0;0;0;0;0;0;0;0;810;0;0;0;336;0;0;0;0;0;0;0;0;0;0;0;0;0;1070;0;0;0;x;3353;490;-1;1927;-1;937;-1;678;-1;327;-1;0;688.9;534;166;-1;0;-1;0;-1;56;-1;129;-1;21;-1;0;-1;0;-1;1;181.2;-1;35.6;-1
Nisa;5106;111;116;0;0;0;0;0;0;1895;0;0;0;1225;0;0;0;0;0;0;0;0;0;0;0;0;0;1759;0;0;0;x;7661;763;-1;4095;-1;2804;-1;1419;-1;729;-1;7;643;1291;177;-1;0;-1;254;-1;181;-1;276;-1;40;-1;0;-1;0;-1;6;270.7;-1;29.4;-1
Ponte de Sor;9560;0;0;0;0;0;0;0;0;2367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5721;0;0;0;x;17017;2234;-1;10504;-1;4279;-1;2696;-1;1964;-1;16;742;3593;629;-1;0;-1;356;-1;585;-1;981;-1;121;-1;32;-1;15;-1;9;1309.8;-1;127.4;-1
Portalegre;13981;283;468;0;0;0;0;0;0;1803;0;0;0;6039;0;0;0;0;0;0;0;0;0;0;0;0;0;5388;0;0;0;x;25205;3315;-1;16056;-1;5835;-1;2767;-1;3304;-1;41;787.9;6171;373;-1;0;-1;938;-1;387;-1;1597;-1;439;-1;81;-1;0;-1;24;1217.6;-1;206.6;-1
Sousel;3467;0;0;0;0;0;0;0;0;343;0;0;0;1803;0;0;0;0;0;0;0;0;0;0;0;0;0;1321;0;0;0;x;5224;676;-1;2963;-1;1585;-1;895;-1;515;-1;6;620.7;1331;316;-1;0;-1;239;-1;146;-1;315;-1;36;-1;12;-1;21;-1;7;173.9;-1;30.3;-1
Alandroal;4250;0;0;0;0;0;0;0;0;710;0;0;0;123;0;0;0;0;0;0;0;0;0;0;0;0;0;1705;0;0;0;x;5989;676;-1;3476;-1;1838;-1;1050;-1;518;-1;11;601.9;1199;296;-1;0;-1;287;-1;170;-1;164;-1;66;-1;0;-1;0;-1;3;300;-1;37.9;-1
Arraiolos;4062;0;0;0;0;0;0;0;0;2709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1038;0;0;0;x;7430;932;-1;4544;-1;1955;-1;1106;-1;916;-1;18;679;1848;373;-1;0;-1;403;-1;225;-1;343;-1;41;-1;12;-1;0;-1;3;258.5;-1;39.5;-1
Borba;4221;0;0;0;0;0;0;0;0;836;0;0;0;621;0;0;0;0;0;0;0;0;0;0;0;0;0;2764;0;0;0;x;7434;895;-1;4599;-1;1941;-1;1243;-1;929;-1;4;707.3;1815;395;-1;0;-1;321;-1;147;-1;418;-1;48;-1;18;-1;0;-1;5;305.1;-1;51;-1
Estremoz;8631;113;163;0;0;0;0;0;0;932;0;0;0;979;0;0;0;0;0;0;0;0;0;0;0;0;0;2867;0;0;0;x;14589;1754;-1;8707;-1;4129;-1;2244;-1;1978;-1;27;704.5;3932;721;-1;0;-1;626;-1;318;-1;910;-1;187;-1;37;-1;19;-1;9;573.2;-1;121.4;-1
Evora;25516;742;590;0;0;0;0;0;0;9189;0;0;0;4638;0;0;0;0;0;0;0;0;0;0;0;0;0;10357;0;0;0;x;56817;8318;-1;37550;-1;10949;-1;4684;-1;9078;-1;161;792.9;17671;1375;-1;0;-1;3438;-1;1535;-1;3892;-1;904;-1;253;-1;25;-1;174;2607.1;-1;410.8;-1
Montemor-o-Novo;9335;0;0;0;0;0;0;0;0;5313;0;0;0;1289;0;0;0;0;0;0;0;0;0;0;0;0;0;2733;0;0;0;x;17717;2167;-1;10704;-1;4846;-1;2901;-1;2081;-1;28;688.1;4811;954;-1;0;-1;525;-1;654;-1;1028;-1;327;-1;45;-1;17;-1;17;478.3;-1;86.8;-1
Mora;3085;88;0;0;0;0;0;0;0;1955;0;0;0;494;0;0;0;0;0;0;0;0;0;0;0;0;0;548;0;0;0;x;5146;528;-1;2993;-1;1625;-1;960;-1;453;-1;2;621.2;1077;265;-1;0;-1;156;-1;136;-1;236;-1;38;-1;0;-1;10;-1;3;194.9;-1;29;-1
Mourao;1778;0;0;0;0;0;0;0;0;166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;902;0;0;0;x;2755;439;-1;1683;-1;634;-1;434;-1;280;-1;5;656.5;421;162;-1;0;-1;48;-1;59;-1;50;-1;15;-1;0;-1;0;-1;2;165.7;-1;26.7;-1
Portel;4345;0;46;0;0;0;0;0;0;1387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2912;0;0;0;x;6583;839;-1;3988;-1;1756;-1;1080;-1;668;-1;6;650.5;1394;222;-1;0;-1;149;-1;202;-1;160;-1;361;-1;0;-1;0;-1;4;347.5;-1;36.8;-1
Redondo;3845;0;0;0;0;0;0;0;0;368;0;0;0;352;0;0;0;0;0;0;0;0;0;0;0;0;0;998;0;0;0;x;7101;958;-1;4373;-1;1770;-1;1078;-1;751;-1;8;647.4;1685;473;-1;0;-1;267;-1;263;-1;311;-1;69;-1;19;-1;0;-1;4;324.8;-1;48.3;-1
Reguengos de Monsaraz;5291;0;0;0;0;0;0;0;0;1059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3528;0;0;0;x;10935;1555;-1;6741;-1;2639;-1;1622;-1;1345;-1;32;682.2;3061;793;-1;0;-1;563;-1;366;-1;510;-1;143;-1;27;-1;0;-1;6;554.6;-1;76.5;-1
Vendas Novas;5838;0;0;0;0;0;0;0;0;3144;0;0;0;873;0;0;0;0;0;0;0;0;0;0;0;0;0;1821;0;0;0;x;11871;1711;-1;7382;-1;2779;-1;1489;-1;1511;-1;26;759.9;3672;378;-1;0;-1;1066;-1;309;-1;663;-1;492;-1;50;-1;0;-1;7;359.8;-1;61.7;-1
Viana do Alentejo;3318;50;0;0;0;0;0;0;0;1302;0;0;0;193;0;0;0;0;0;0;0;0;0;0;0;0;0;1773;0;0;0;x;5762;862;-1;3510;-1;1390;-1;933;-1;689;-1;13;675.4;1135;211;-1;0;-1;0;-1;207;-1;243;-1;78;-1;11;-1;0;-1;5;215.8;-1;37.3;-1
Vila Viosa;5119;0;111;0;0;0;0;0;0;2072;0;0;0;497;0;0;0;0;0;0;0;0;0;0;0;0;0;2439;0;0;0;x;8443;1097;-1;5491;-1;1856;-1;1082;-1;1156;-1;10;780.9;2396;131;-1;0;-1;650;-1;136;-1;455;-1;70;-1;18;-1;9;-1;3;343.2;-1;56.8;-1
Albufeira;14502;443;456;0;0;0;0;0;0;471;0;0;0;9977;0;0;0;0;0;0;0;0;0;0;0;0;0;3155;0;0;0;x;39377;6907;-1;27298;-1;5172;-1;3083;-1;7354;-1;198;753.1;20090;0;-1;0;-1;596;-1;2587;-1;3288;-1;1677;-1;173;-1;43;-1;126;2829.3;-1;277.1;-1
Alcoutim;2373;0;0;0;0;0;0;0;0;51;0;0;0;1259;0;0;0;0;0;0;0;0;0;0;0;0;0;1063;0;0;0;x;3045;241;-1;1480;-1;1324;-1;760;-1;237;-1;6;605.3;526;98;-1;0;-1;71;-1;75;-1;89;-1;48;-1;0;-1;0;-1;0;57.4;-1;7.8;-1
Aljezur;2829;0;0;0;0;0;0;0;0;391;0;0;0;483;0;0;0;0;0;0;0;0;0;0;0;0;0;1955;0;0;0;x;5798;699;-1;3343;-1;1756;-1;980;-1;969;-1;18;638.4;1462;0;-1;0;-1;75;-1;326;-1;274;-1;79;-1;0;-1;0;-1;4;223.9;-1;31.8;-1
Castro Marim;4141;0;43;0;0;0;0;0;0;88;0;0;0;2306;0;0;0;0;0;0;0;0;0;0;0;0;0;1704;0;0;0;x;6734;890;-1;4076;-1;1769;-1;971;-1;807;-1;17;745.6;1686;0;-1;5;-1;81;-1;357;-1;391;-1;145;-1;9;-1;0;-1;7;316.5;-1;35.7;-1
Faro;30429;950;0;0;0;0;0;0;0;1642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13210;0;0;0;x;63721;9874;-1;43157;-1;10691;-1;4508;-1;10922;-1;187;819.7;23797;1065;-1;0;-1;1023;-1;3472;-1;5755;-1;2345;-1;351;-1;19;-1;426;3412.8;-1;358.8;-1
Lagoa;10017;437;244;0;0;0;0;0;0;432;0;0;0;4603;0;0;0;0;0;0;0;0;0;0;0;0;0;4301;0;0;0;x;22661;3804;-1;15026;-1;3831;-1;1864;-1;3547;-1;84;790.8;9264;0;-1;0;-1;495;-1;1935;-1;1680;-1;541;-1;76;-1;13;-1;153;1361.8;-1;150.2;-1
Lagos;12501;595;0;0;0;0;0;0;0;744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7855;0;0;0;x;30184;5130;-1;19470;-1;5584;-1;2769;-1;5378;-1;97;732.7;11596;0;-1;0;-1;436;-1;2673;-1;2078;-1;933;-1;102;-1;15;-1;164;1921.4;-1;268.8;-1
Loul_;28723;858;780;0;0;0;0;0;0;569;0;0;0;16865;0;0;0;0;0;0;0;0;0;0;0;0;0;9651;0;0;0;x;68946;11061;-1;45089;-1;12796;-1;6866;-1;11076;-1;296;795.4;33684;703;-1;56;-1;1527;-1;5880;-1;6695;-1;4434;-1;311;-1;21;-1;598;3625.8;-1;412.3;-1
Monchique;4111;0;60;0;0;0;0;0;0;156;0;0;0;1981;0;0;0;0;0;0;0;0;0;0;0;0;0;1914;0;0;0;x;6213;596;-1;3604;-1;2013;-1;1088;-1;778;-1;14;630.8;1336;0;-1;44;-1;117;-1;134;-1;311;-1;77;-1;0;-1;10;-1;6;262.2;-1;30;-1
Olhao;16208;1666;0;0;0;0;0;0;0;1572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7744;0;0;0;x;44682;7448;-1;29590;-1;7644;-1;3878;-1;6417;-1;77;705.7;11056;1484;-1;0;-1;1102;-1;2034;-1;2497;-1;819;-1;83;-1;75;-1;81;2594.3;-1;293.1;-1
Portimao;22498;1460;999;0;0;0;0;0;0;1372;0;0;0;5818;0;0;0;0;0;0;0;0;0;0;0;0;0;12849;0;0;0;x;54058;9227;-1;35741;-1;9091;-1;4668;-1;8648;-1;204;757.7;20248;0;-1;0;-1;808;-1;3612;-1;3911;-1;1541;-1;194;-1;13;-1;265;3828.7;-1;402.2;-1
Sao Brös de Alportel;4708;0;99;0;0;0;0;0;0;300;0;0;0;752;0;0;0;0;0;0;0;0;0;0;0;0;0;3557;0;0;0;x;10569;1595;-1;6703;-1;2271;-1;906;-1;1687;-1;30;782.8;2936;0;-1;8;-1;303;-1;673;-1;759;-1;204;-1;35;-1;0;-1;14;370.1;-1;48.1;-1
Silves;16413;1006;0;0;0;0;0;0;0;3193;0;0;0;6761;0;0;0;0;0;0;0;0;0;0;0;0;0;5453;0;0;0;x;36642;5220;-1;23204;-1;8219;-1;4207;-1;5327;-1;81;730.1;9714;614;-1;0;-1;583;-1;1921;-1;2719;-1;603;-1;78;-1;57;-1;54;1796.5;-1;156.6;-1
Tavira;13919;415;373;0;0;0;0;0;0;408;0;0;0;6097;0;0;0;0;0;0;0;0;0;0;0;0;0;6626;0;0;0;x;26055;3561;-1;16215;-1;6280;-1;3195;-1;3815;-1;61;690;7289;658;-1;0;-1;284;-1;1331;-1;1489;-1;507;-1;69;-1;52;-1;34;1200.9;-1;123.1;-1
Vila do Bispo;2995;0;0;0;0;0;0;0;0;57;0;0;0;1105;0;0;0;0;0;0;0;0;0;0;0;0;0;1211;0;0;0;x;5269;654;-1;3313;-1;1302;-1;632;-1;761;-1;14;729.6;2006;0;-1;0;-1;60;-1;236;-1;312;-1;105;-1;0;-1;0;-1;5;167.3;-1;21.8;-1
Vila Real de Santo Antonio;10352;196;115;0;0;0;0;0;0;778;0;0;0;7493;0;0;0;0;0;0;0;0;0;0;0;0;0;1770;0;0;0;x;19007;2988;-1;12569;-1;3451;-1;1591;-1;2712;-1;53;714.1;6191;347;-1;0;-1;347;-1;1141;-1;1183;-1;308;-1;84;-1;13;-1;23;1258.6;-1;153.3;-1
Vila do Porto;3009;0;18;0;0;0;0;0;0;142;0;0;0;1715;0;0;0;0;0;0;0;0;0;0;0;0;0;1134;0;0;0;x;5586;1011;-1;3872;-1;703;-1;476;-1;675;-1;5;988.2;1134;206;-1;0;-1;63;-1;0;-1;289;-1;93;-1;14;-1;0;-1;3;0;-1;0;-1
Lagoa [R.A.A.];5810;0;230;0;0;0;0;0;0;78;0;0;0;1523;0;0;0;0;0;0;0;0;0;0;0;0;0;3979;0;0;0;x;14421;3129;-1;9869;-1;1424;-1;1208;-1;1128;-1;12;707.2;2611;261;-1;0;-1;405;-1;499;-1;565;-1;220;-1;26;-1;0;-1;15;0;-1;0;-1
Nordeste;3357;0;0;0;0;0;0;0;0;0;0;0;0;1965;0;0;0;0;0;0;0;0;0;0;0;0;0;1392;0;0;0;x;5032;878;-1;3259;-1;896;-1;424;-1;419;-1;2;650.2;716;0;-1;0;-1;49;-1;172;-1;143;-1;33;-1;17;-1;0;-1;1;0;-1;0;-1
Ponta Delgada;28193;599;792;0;0;0;0;0;0;480;0;0;0;17419;0;0;0;0;0;0;0;0;0;0;0;0;0;8903;0;0;0;x;68562;13259;-1;48017;-1;7286;-1;5343;-1;7944;-1;124;849.5;26520;1419;-1;0;-1;2117;-1;3861;-1;6473;-1;2104;-1;441;-1;59;-1;99;0;-1;0;-1
Povoa o;4209;0;0;0;0;0;0;0;0;32;0;0;0;1713;0;0;0;0;0;0;0;0;0;0;0;0;0;2464;0;0;0;x;6419;1194;-1;4294;-1;932;-1;732;-1;485;-1;6;648.1;1133;185;-1;0;-1;86;-1;348;-1;135;-1;35;-1;18;-1;0;-1;2;0;-1;0;-1
Ribeira Grande;13158;467;272;0;0;0;0;0;0;203;0;0;0;4864;0;0;0;0;0;0;0;0;0;0;0;0;0;7352;0;0;0;x;31558;7643;-1;21332;-1;2584;-1;3192;-1;2467;-1;21;719.5;9620;694;-1;171;-1;2535;-1;2670;-1;1866;-1;356;-1;54;-1;0;-1;12;0;-1;0;-1
Vila Franca do Campo;6244;0;244;0;0;0;0;0;0;38;0;0;0;2234;0;0;0;0;0;0;0;0;0;0;0;0;0;3728;0;0;0;x;11231;2257;-1;7696;-1;1279;-1;1352;-1;799;-1;6;662;1974;248;-1;0;-1;164;-1;714;-1;399;-1;89;-1;31;-1;0;-1;5;0;-1;0;-1
Angra do Heroêsmo;17577;303;2479;0;0;0;0;0;0;192;0;0;0;6419;0;0;0;0;0;0;0;0;0;0;0;0;0;8184;0;0;0;x;35610;6111;-1;24406;-1;5093;-1;2810;-1;3758;-1;43;755.3;9686;890;-1;0;-1;865;-1;1374;-1;2779;-1;673;-1;141;-1;0;-1;77;0;-1;0;-1
Vila da Praia da Vitãria;10297;92;396;0;0;0;0;0;0;0;0;0;0;2505;0;0;0;0;0;0;0;0;0;0;0;0;0;7304;0;0;0;x;21009;3609;-1;14665;-1;2735;-1;1879;-1;2265;-1;22;703.8;4561;646;-1;0;-1;411;-1;986;-1;975;-1;314;-1;47;-1;0;-1;18;0;-1;0;-1
Santa Cruz da Graciosa;2782;0;0;0;0;0;0;0;0;0;0;0;0;1288;0;0;0;0;0;0;0;0;0;0;0;0;0;1494;0;0;0;x;4478;669;-1;2880;-1;930;-1;529;-1;353;-1;2;635.6;875;243;-1;0;-1;79;-1;89;-1;175;-1;38;-1;19;-1;0;-1;5;0;-1;0;-1
Calheta [R.A.A.];2585;0;0;0;0;0;0;0;0;0;0;0;0;1378;0;0;0;0;0;0;0;0;0;0;0;0;0;1207;0;0;0;x;3851;575;-1;2510;-1;766;-1;536;-1;253;-1;6;661;889;189;-1;0;-1;0;-1;133;-1;229;-1;25;-1;15;-1;0;-1;2;0;-1;0;-1
Velas;3446;21;399;0;0;0;0;0;0;0;0;0;0;1256;0;0;0;0;0;0;0;0;0;0;0;0;0;1770;0;0;0;x;5471;815;-1;3706;-1;951;-1;497;-1;520;-1;6;698.8;1277;0;-1;0;-1;86;-1;211;-1;463;-1;59;-1;20;-1;0;-1;0;0;-1;0;-1
Lajes do Pico;3276;0;0;0;0;0;0;0;0;0;0;0;0;1592;0;0;0;0;0;0;0;0;0;0;0;0;0;1684;0;0;0;x;4758;654;-1;3108;-1;996;-1;409;-1;484;-1;3;687.9;1076;371;-1;0;-1;116;-1;158;-1;180;-1;62;-1;17;-1;0;-1;4;0;-1;0;-1
Madalena;3555;0;0;0;0;0;0;0;0;76;0;0;0;2341;0;0;0;0;0;0;0;0;0;0;0;0;0;1138;0;0;0;x;6073;908;-1;4062;-1;1103;-1;435;-1;738;-1;5;661.1;1740;0;-1;0;-1;141;-1;300;-1;332;-1;90;-1;29;-1;0;-1;6;0;-1;0;-1
S o Roque do Pico;2247;0;24;0;0;0;0;0;0;14;0;0;0;1292;0;0;0;0;0;0;0;0;0;0;0;0;0;917;0;0;0;x;3432;479;-1;2323;-1;631;-1;221;-1;408;-1;0;657.3;910;0;-1;0;-1;111;-1;252;-1;157;-1;61;-1;12;-1;0;-1;3;0;-1;0;-1
Horta;8288;123;105;0;0;0;0;0;0;779;0;0;0;3447;0;0;0;0;0;0;0;0;0;0;0;0;0;3834;0;0;0;x;15036;2482;-1;10360;-1;2194;-1;914;-1;1868;-1;23;753.7;4129;656;-1;11;-1;387;-1;611;-1;836;-1;282;-1;64;-1;0;-1;13;0;-1;0;-1
Lajes das Flores;1023;0;0;0;0;0;0;0;0;0;0;0;0;558;0;0;0;0;0;0;0;0;0;0;0;0;0;465;0;0;0;x;1514;210;-1;993;-1;312;-1;141;-1;143;-1;0;710.5;395;129;-1;0;-1;10;-1;49;-1;53;-1;3;-1;0;-1;0;-1;1;0;-1;0;-1
Santa Cruz das Flores;1365;0;184;0;0;0;0;0;0;81;0;0;0;315;0;0;0;0;0;0;0;0;0;0;0;0;0;785;0;0;0;x;2331;339;-1;1611;-1;381;-1;158;-1;221;-1;1;746.7;875;150;-1;0;-1;71;-1;335;-1;142;-1;39;-1;13;-1;0;-1;5;0;-1;0;-1
Corvo;267;0;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;180;0;0;0;x;417;45;-1;289;-1;83;-1;42;-1;46;-1;0;699;88;46;-1;0;-1;0;-1;0;-1;12;-1;7;-1;0;-1;0;-1;0;0;-1;0;-1
Calheta [R.A.M.];7025;67;1442;0;0;0;0;0;0;74;0;0;0;4623;0;0;0;0;0;0;0;0;0;0;0;0;0;763;0;0;0;x;11671;1808;-1;7301;-1;2563;-1;1926;-1;1067;-1;4;775.8;2316;45;-1;0;-1;189;-1;1107;-1;278;-1;91;-1;40;-1;0;-1;14;0;-1;0;-1
C_mara de Lobos;15609;471;1618;0;0;0;0;0;0;850;0;0;0;7391;0;0;0;0;0;0;0;0;0;0;0;0;0;2249;0;0;0;x;35719;7822;-1;24449;-1;3449;-1;4927;-1;2813;-1;9;746.4;6199;326;-1;0;-1;880;-1;2338;-1;990;-1;254;-1;46;-1;0;-1;16;0;-1;0;-1
Funchal;54610;2433;5617;0;0;0;0;0;0;3846;0;0;0;29227;0;0;0;0;0;0;0;0;0;0;0;0;0;7584;0;0;0;x;111370;17674;-1;77552;-1;16145;-1;8827;-1;15081;-1;170;871.4;48527;210;-1;53;-1;2856;-1;4989;-1;11797;-1;4307;-1;724;-1;0;-1;1015;0;-1;0;-1
Machico;12065;220;377;0;0;0;0;0;0;180;0;0;0;6185;0;0;0;0;0;0;0;0;0;0;0;0;0;4879;0;0;0;x;21957;3733;-1;15506;-1;2719;-1;2508;-1;2055;-1;4;757.1;4232;236;-1;0;-1;548;-1;1366;-1;647;-1;178;-1;53;-1;0;-1;15;0;-1;0;-1
